page_number,sentence_chunk,chunk_char_count,chunk_word_count,chunk_token_count,embedding
2864.0,"Переменная может использоваться как глобальное значение (чаще используемое в алгоритмах), доступное к изменению только администратору Системы.",142,16,35.5,"[ 0.0168635  -0.0034231  -0.0281259  ... -0.00196871 -0.02394529
  0.00626469]"
2868.0,"В случае в формирования ETL процесса, где настраивается однотипное подключение к различным базам данных (далее БД).То есть адрес для подключения к БД может меняться в ходе работы.В этом случае URL БД для подключения задается секретной переменной.",246,36,61.5,"[ 0.01086958 -0.00577271 -0.02834954 ... -0.01281653 -0.01291467
 -0.02567236]"
2876.0,"В случае изменения URL базы данных, достаточно единожды установить новое значение в экземпляре типа ""Секретная переменная"" без редактирования ряда алгоритмов.",158,20,39.5,"[ 0.00141407 -0.01536585 -0.01786334 ...  0.01449305 -0.0230837
 -0.00057142]"
2878.0,"Форматирование представления источника данных осуществляется в реестре типа объекта ""Стиль форматирования"" [STYLES_DICTIONARY_INST].Для создания нового стиля форматирования необходимо нажать на кнопку image на панели управления и в открывшемся модальном окне выбрать тип нового стиля:",284,33,71.0,"[ 0.01764621 -0.04116181 -0.02474351 ... -0.03567323 -0.02574464
  0.00139134]"
2999.0,"Настроенный тип объекта ""Стиль форматирования"" используется в алгоритмах для выделения необходимых значений (например, в реестрах или источниках данных).",153,18,38.25,"[ 0.03311237 -0.03038023 -0.05234205 ... -0.00627648 -0.00854871
 -0.00694855]"
3005.0,"Для этого предварительно настраивается стиль форматирования ""Стиль для справочника ""Отель"""".Допустим, что стиль форматирования будет иметь следующие настройки, отличающиеся от значений по умолчанию:",198,22,49.5,"[ 0.01666389 -0.0206325  -0.03649749 ... -0.00608594 -0.03845216
 -0.01200252]"
3009.0,"Алгоритм стилизации, добавленный через вкладку ""Стили отображения"" (подробнее с настройкой реестра можно ознакомиться в статье), будет выглядеть следующим образом:",163,19,40.75,"[ 0.03177193 -0.03716928 -0.00894346 ... -0.00312265 -0.01318676
  0.01156595]"
3019.0,"Примитивный объект – специализированный тип объекта, предназначенный для хранения большого объема данных.Чаще всего используется в реализации интеграции данных.",160,18,40.0,"[ 0.02534108 -0.02545291 -0.02910247 ...  0.00170615 -0.05370378
  0.02159727]"
3023.0,"примитивный объект без суррогатного ключа [ASM_OBJ_WITHOUT_ID] – простейший тип объекта без атрибутов.Для его идентификации необходимо использовать индекс-первичный ключ.Такой индекс содержит один или несколько атрибутов, однозначно идентифицирующих объект;",257,27,64.25,"[ 0.00611569 -0.01053785  0.01756968 ... -0.01438406 -0.02205153
 -0.01444296]"
3025.0,"примитивный объект с суррогатным ключом [ASM_OBJ_WITH_ID] – простейший тип объекта, идентификатором которого является простое число.Таким образом созданные в последствии связи примитивного и другого объекта являются короткими, не избыточными.",242,28,60.5,"[ 1.2153957e-02  2.0107254e-03  3.1495329e-06 ... -9.9660680e-03
 -1.2319354e-02 -1.9954002e-02]"
3029.0,"Интерфейс Системы позволяет ввести выражения и другие проверки в карточку примитивного типа, но они не учитываются системой в работе с примитивными объектами.",158,22,39.5,"[ 0.021272   -0.01963574 -0.03990161 ... -0.01284987  0.00781257
 -0.02259505]"
3030.0,Примитивные объекты не включают настройку прав доступа.Применение функций по раздаче/ забору прав доступа к примитивным объектам недопустимо.,141,17,35.25,"[ 1.3827393e-02 -8.5763261e-03 -2.3301052e-02 ... -2.3064164e-05
 -3.1138577e-02 -5.8420934e-03]"
3031.0,Создание и настройка примитивных объектов выполняется аналитиком самостоятельно.Примитивные объекты могут участвовать в настройке интеграции посредством:,153,15,38.25,"[ 0.0247971  -0.03713956 -0.00775223 ... -0.01524394 -0.02121846
 -0.0025394 ]"
3045.0,"Типы объектов состоят из набора атрибутов и объявляют (декларируют) структуру, в которой хранятся данные объектов Системы.",122,16,30.5,"[ 0.02866764 -0.02963323 -0.0562198  ... -0.00821718 -0.00588025
 -0.04119316]"
3047.0,"На базе типов объектов в Системе создаются экземпляры и реестры объектов.Гибкость Системы позволяет бизнес-аналитику разрабатывать не только структуры для хранения, но и любые функциональные объекты (например, алгоритмы и отчетные формы).Каждый объект системы соотнесен конкретному объектному типу.Перечень типов объекта может расширяться в любое время в процессе настройки Системы.",382,47,95.5,"[ 0.01786759 -0.03787321 -0.04889737 ... -0.02219215 -0.01230702
 -0.02225521]"
3054.0,"Бизнес-аналитику потребуется продекларировать новый тип и укомплектовать его атрибутами.Но в решении реальных задач кроме основных (ключевых) действий могут потребоваться расширенные настройки типа объекта, приведенные в виде расширенных сведений.",247,28,61.75,"[ 0.00161193 -0.01736935 -0.03836863 ... -0.00887885 -0.01818376
 -0.010769  ]"
3058.0,"В Системе все типы объектов упорядочены в единую иерархическую структуру (репозиторий), верхними (родительскими) элементами которой являются типы ""Объект"" и предназначенный для решения специальных задач хранения больших наборов данных и интеграции ""Примитивный объект"" (более подробно о видах и возможностях примитивных объектов смотрите в публикации ""Примитивный объект"").Все прочие типы являются дочерними и визуально отображаются вложенными.За счет механизма наследования типы объектов заимствуют от своих родительских типов их атрибуты.Познакомиться с уже существующими типами объектов можно в реестре типов.",612,74,153.0,"[ 0.03637322 -0.02813478 -0.03634832 ... -0.00389655 -0.01543566
 -0.01226636]"
3069.0,"Для прикладной наглядности материала рассмотрим действия на примере учебной тематической задачи, требования которой далее по тексту именуем ТЗ.",143,18,35.75,"[ 0.00574626 -0.00767174 -0.00824829 ... -0.03827954 -0.0262006
 -0.00356187]"
3095.0,"После предварительного анализа установлено, что в структуре типа объекта потребуется атрибут, который будет в дальнейшем уточнять сотрудник отеля:",146,18,36.5,"[ 0.01686157 -0.01537515 -0.03841402 ... -0.01141559 -0.03421223
  0.00664875]"
3103.0,"По мере автоматизации состав атрибутов будет расширяться, но в рамках демонстрационного примера посчитаем его достаточным.",122,15,30.5,"[ 0.01406023 -0.00609576 -0.03045328 ... -0.00277443 -0.04445108
  0.01561621]"
3107.0,"Если планируется разработать новый тип объекта Системы, то бизнес-аналитик должен предварительно проанализировать задуманный состав атрибутов.Часто в создаваемом типе объекта подразумевается необходимость выбора справочных значений (например, из выпадающего списка справочника).",278,29,69.5,"[-0.00533815 -0.02582699 -0.06213551 ... -0.02326247 -0.00613002
 -0.01399042]"
3111.0,"Если в перечне атрибутов типа А должна быть реализована возможность выбора значения из другого объекта сущности B, то перед созданием объектного типа А, необходимо убедиться в существовании типа В. При отсутствии типа В в Системе требуется первоначально разработать именно его, а затем разрабатывать/модернизировать атрибутивный состав типа А.",343,47,85.75,"[ 0.02255315 -0.03430935 -0.02408582 ... -0.0136205  -0.00944298
 -0.02337096]"
3113.0,"Поэтому в рамках решения задачи (ТЗ) следует создать два связанных типа объектов.Причем сначала должен быть спроектирован тип ""Номера отеля"", а лишь затем ""Бронь номера"".",170,24,42.5,"[ 0.01618413 -0.01682467 -0.03990949 ...  0.0099135  -0.00390499
 -0.01747071]"
3115.0,"Бизнес-аналитику следует учитывать, что механизм наследования атрибутов от родительского объекта (по умолчанию от ""Объект"") позволяет значительно уменьшить количество настраиваемых вручную атрибутов типа объекта.Поэтому в структуре типа объекта должны создаваться лишь оригинальные, отсутствующие в родительском типе атрибуты.",326,36,81.5,"[-3.4325258e-05 -1.4650683e-02 -5.1162157e-02 ... -2.0576511e-02
 -1.7890397e-02 -1.0431963e-02]"
3121.0,"Создать тип объекта ""Номера отеля"" без собственных атрибутов, так как атрибут наименования уже будет унаследован от родительского типа ""Объект"".",144,19,36.0,"[ 0.01542507 -0.02989778 -0.0260085  ... -0.02868272 -0.03817616
 -0.02095781]"
3127.0,"Создавать новый атрибут для фиксации сотрудника, зарегистрировавшего заявку не требуется, так как в составе типа ""Бронь номера"" уже имеется унаследованный атрибут ""Сотрудник, создавший объект"".",193,24,48.25,"[ 0.01336854 -0.03519899 -0.02557627 ... -0.00722975 -0.03408123
 -0.00712085]"
3129.0,"Подлежат созданию ""с нуля"" не все атрибуты, так как некоторые из них (например: номер, серия паспорта, дата выдачи паспорта) могут быть созданы на основе уже существующих в Системе атрибутов.",191,29,47.75,"[ 0.0223653  -0.03189446 -0.05367697 ... -0.00188158 -0.03222833
 -0.03058403]"
3131.0,"В перечне атрибутов типа объекта ""Бронь номера"" потребуется настроить объектную ссылку на выбор одного из элементов справочника ""Номера отеля"".",143,19,35.75,"[ 0.02468144 -0.02995542 -0.04048434 ... -0.01189146 -0.01149619
 -0.00604475]"
3134.0,"Бизнес-аналитику следует первоначально продекларировать тип объекта, заполнив смысловые атрибуты идентификации типа.Далее следует выбрать родительский тип объекта, из состава которого произойдет наследование атрибутов.",218,22,54.5,"[-0.00659811 -0.01541215 -0.02685408 ... -0.0336064  -0.02111478
 -0.01682224]"
3138.0,"Специфика реальных задач может потребовать применения расширенных настроек, но для создания учебного типа объекта, предназначенного для хранения данных, достаточно выполнить цепочку ключевых действий, временно не обращая внимания на расширенные настройки и специальные опции.",275,33,68.75,"[ 0.0256526  -0.03530023 -0.04158075 ... -0.00463655 -0.00439254
 -0.00538918]"
3141.0,"Активируется на панели управления кнопкой создания нового типа объекта и позволяет обозначить смысловое значение, уникальную идентификацию типа и задать иерархию создаваемого типа объекта.",188,23,47.0,"[ 0.02671044 -0.04224771 -0.02841859 ... -0.01782956  0.00452625
 -0.00981561]"
3145.0,"Бизнес-аналитиком заполняются смысловое наименование создаваемого типа и техническое наименование таблицы для хранения данных, которые не должны быть видоизменены в последующем:",177,20,44.25,"[ 0.01451538 -0.02749104 -0.0380523  ... -0.01285425 -0.01445848
 -0.00686875]"
3151.0,"При выборе наименований таблиц рекомендуется использовать смысловые термины английского языка в единственном числе.Например, сущности товара желательно сопоставить имя таблицы PRODUCT, а договору - CONTRACT.Сложные составные наименования могут состоять из слов, сокращений и аббревиатур, разделенных знаком подчеркивания.Например, условие договора лучше обозначить как CONTRACT_CONDITION.Работа по созданию и настройке типа объекта всегда должна завершаться нажатием на кнопку сохранения выполненных изменений на панели управления.Вернуться из режима создания (и настройки) типа объекта можно навигационной кнопкой панели управления.",633,72,158.25,"[ 0.02317292 -0.02278283 -0.02994412 ... -0.0323575  -0.01973026
 -0.02125569]"
3160.0,"Бизнес-аналитиком обязательно указывается (выбирается) родительский тип объекта, атрибуты которого будут заимствованы и войдут в состав атрибутов разрабатываемого типа.",168,18,42.0,"[-0.00606573 -0.00914718 -0.04141764 ... -0.02067415 -0.02693297
 -0.00878107]"
3162.0,"В случае создания нового объектного типа, не имеющего принципиального сходства с существующими типами, следует выбирать в качестве родительского тип верхнего уровня ""Объект"".Если создаваемый тип является результатом развития существующей структуры, то именно ее следует выбрать в качестве родителя.Действия первого этапа не предполагают возможность корректировки и должны быть максимально четкими.",397,48,99.25,"[ 0.00917329 -0.03407069 -0.03481669 ... -0.01022222  0.00872273
 -0.0203666 ]"
3172.0,"Для этого типа не требуется создания индивидуальных атрибутов, так как унаследованный (от типа ""Объект"") строковый атрибут наименования полностью подходит для хранения наименований номеров отеля.Если атрибутивный состав типа кажется пустым и унаследованные атрибуты не отображаются, то переключите чек-бокс ""Показать атрибуты родительского типа"" в активное положение.Завершим создание справочника ""Номера отеля"" нажатием кнопки сохранения и вернемся из карточки типа кнопкой возврата на панели инструментов.После того, как справочник номеров отеля создан, можно приступать к созданию второго типа объекта:",605,74,151.25,"[ 0.03764668 -0.03374283 -0.0321205  ... -0.02725621 -0.02948422
 -0.00327424]"
3194.0,Используются для тонкой настройки объектов и решения специальных задач.В режиме ознакомления с Системой расширенные опции настройки знать и применять не обязательно.,165,21,41.25,"[ 0.02254776 -0.02151349 -0.04485285 ...  0.0036487   0.00135815
 -0.0168077 ]"
3198.0,"Характеристика Системный объект со значениями ""Нет / Да"" позволяет отметить создаваемый тип как системный с потерей возможности его модификации.Для всех стандартных задач проектирования настоятельно рекомендуется выбирать ""Нет"".",228,27,57.0,"[ 0.00673139 -0.0274209  -0.05189482 ... -0.02324848 -0.01794145
 -0.00704925]"
3204.0,"Подразумевает разрешение использования иерархической вложенности данных, позволяющее накапливать в реестре данных дерево вложенности объектов создаваемого типа.",160,16,40.0,"[ 0.00642077 -0.04544611 -0.02445158 ... -0.02938309 -0.04676379
  0.03193163]"
3212.0,"Характеристика Принудительное создание версий исторических атрибутов ""Нет / Да"" выполняет предписание принудительного создания первой версии исторического атрибута.",164,17,41.0,"[ 0.00951685 -0.04146014 -0.0082487  ...  0.00252408 -0.02658579
  0.00143638]"
3214.0,"Характеристика Атрибуты могут зависеть от времени со значениями ""Нет / Да"" разрешает фиксировать хронологию изменения значений атрибутов для выдачи не только актуального значения, но и значений на разный момент времени.",219,30,54.75,"[ 0.0148957  -0.03365922 -0.02797339 ... -0.0161995  -0.04234269
 -0.02889596]"
3218.0,Характеристика Вид контроля прав определяет выбор правила доступности информации для сотрудников.Подробнее можно прочитать в статье Общий порядок настройки прав доступа,168,20,42.0,"[ 0.01142814 -0.02402773 -0.0214337  ... -0.00269438 -0.03919766
  0.0034302 ]"
3220.0,"Атрибут для наследования прав используется в случае выбора Вида контроля прав ""Наследование прав от связанного объекта"" для заимствования права доступа от родительского типа объекта",181,24,45.25,"[ 0.02890327 -0.03417121 -0.02022354 ... -0.02213706 -0.03817732
 -0.02105651]"
3222.0,"Открывать объекты в режиме только чтения со значениями ""Нет / Да"" требует от конечного пользователя, не блокируя тип объекта для редактирования, явного нажатия кнопки ""Редактировать"".Для запрета редактирования типа объекта необходимо настраивать права доступа к нему.",267,35,66.75,"[ 0.03063567 -0.03736619 -0.03636501 ... -0.00746025 -0.01116458
 -0.00478748]"
3228.0,"Гибкость Системы позволяет обеспечить работу с таблицами, хранящимися в сторонних базах данных.Возможность предусмотрена для задач интеграции.",142,16,35.5,"[ 0.03376736 -0.03229535 -0.03523457 ... -0.01565342 -0.02255465
 -0.00920986]"
3233.0,Происходит после декларации типа объекта и сохранения соответствующих изменений.Для всех атрибутов типа объекта (циклически) выполняется индивидуальная настройка.,162,17,40.5,"[ 0.02316083 -0.03126052 -0.03906097 ... -0.0190894  -0.02523045
 -0.0135861 ]"
3246.0,"При создании нового атрибута потребуется вручную задать наименование, наименование поля для таблицы, идентификатор, уточнив подходящий тип и обязательность заполнения.",167,19,41.75,"[ 0.03115996 -0.04115736 -0.0183658  ... -0.02869459 -0.0174931
 -0.00861604]"
3248.0,"При создании атрибута в режиме добавления из существующего необходимо выбрать эталонный атрибут (из конкретного типа объектов либо из полного списка всех атрибутов), который будет служить образцом для последующего заимствования всех характеристик.В результате не требуется ручное заполнение идентификатора, типа, размерности и прочих характеристик.",348,42,87.0,"[ 0.02806248 -0.03764468 -0.02511116 ... -0.03272108 -0.04308853
 -0.01026277]"
3250.0,"Актуальный перечень индивидуальных атрибутов отображается в табличном виде в разделе ""Атрибуты"" типа объекта, но для показа полного перечня атрибутов (с учетом заимствованных от родительского типа) нужно переключить чек-бокс ""Показывать атрибуты родительского типа"" в активное положение.",287,35,71.75,"[ 0.03916202 -0.0101365  -0.03312183 ... -0.03217349 -0.0279596
 -0.0263127 ]"
3256.0,"Наименование поля для таблицы – англоязычное техническое наименование поля, в котором будут храниться данные атрибута, без пробелов и национальных символов (не более 23 знаков);",177,24,44.25,"[ 0.0408244  -0.04533504 -0.02454383 ... -0.02975034 -0.03368622
  0.00638783]"
3264.0,"Прочие характеристики и опции атрибутов настраиваются при необходимости.Более подробное описание приведено в статье ""Атрибуты"".",127,14,31.75,"[ 0.03665785 -0.01389708 -0.03417054 ... -0.00253523 -0.0136732
  0.00081787]"
3267.0,"Специфика реальных задач требует создания новых атрибутов.Но прежде чем создавать новый атрибут нужно убедиться, что в Системе такой атрибут еще не реализован.В случае наличия в Системе существующего атрибута действия должны быть выполнены по схеме Шага 2.2б.",259,36,64.75,"[ 0.02183776 -0.02620313 -0.04012561 ... -0.00753474 -0.02307867
  0.00409045]"
3275.0,"Бизнес-аналитик при проектировании типа объекта может реализовать связь со вспомогательным (справочным) типом.Создание такой связи возможно за счет использования атрибута с типом ""Объект"" при условии уточнения конкретного типа объекта (реестр которого будет выбран в качестве справочника).",289,35,72.25,"[ 0.01503622 -0.02844729 -0.04871849 ... -0.01095665 -0.01027021
 -0.01285866]"
3279.0,"По стандартам проектирования наименование атрибута, который предполагает обращение к справочному значению, должно начинаться с префикса ""DICT_"".",144,16,36.0,"[-0.01678146 -0.01957702 -0.02549357 ... -0.04147693 -0.04546763
  0.01688162]"
3283.0,"В рамках решаемой задачи (ТЗ) настроим состав атрибутов для типа объектов ""Бронь номера"".Для этого последовательно создадим новые атрибуты со следующими характеристиками:",170,21,42.5,"[ 0.03439477 -0.02124161 -0.02802948 ... -0.0019051  -0.00275891
 -0.00949412]"
3370.0,"Обратите внимание, что типом ""Объект"" с соседствующим уточнением типа объекта ""Номера отеля"" характеризуется атрибут ""Номер отеля"", указывающий выбор из списка справочника номеров отеля.",186,23,46.5,"[ 0.02061454 -0.0312658  -0.04461503 ... -0.01536375 -0.01597648
 -0.02178247]"
3372.0,"Атрибут ""Сотрудник, зарегистрировавший заявку"" разрабатывать и настраивать не требуется, так как в составе атрибутов типа уже присутствует равнозначный атрибут ""Сотрудник, создавший объект"" (унаследованный от родительского типа ""Объект"").",238,27,59.5,"[ 0.01384368 -0.0427288  -0.02917495 ... -0.02032442 -0.03404759
 -0.01527978]"
3377.0,"Такой способ настройки атрибутов рекомендуется в ситуациях, когда в существующих типах объектов Системы уже имеются аналогичные атрибуты (характеристики).Метод добавления приводит в полное соответствие типы и разрядность атрибутов, что обеспечивает максимальную совместимость архитектуры данных в развитии и настройке Системы.",326,38,81.5,"[ 0.03474472 -0.02565826 -0.04491347 ... -0.011366    0.00223157
 -0.00769869]"
3379.0,"Для добавления в тип объекта существующего атрибута следует нажать кнопку ""Добавить существующий"" и выбрать атрибут, который будет служить образцом, из полного списка атрибутов.",177,23,44.25,"[ 0.0284413  -0.02479753 -0.02249285 ... -0.01797729 -0.02617531
 -0.01310047]"
3383.0,"Действие успешно завершается нажатием кнопки ""Добавить"".В результате в состав типа объекта внедряется атрибут полностью эквивалентный образцу.",142,16,35.5,"[ 0.02144444 -0.03869959 -0.01895463 ... -0.00692695 -0.04934351
  0.00625817]"
3385.0,"В рамках решаемой задачи предполагается, что заявки на бронирование носят предварительный характер и не требуют точной сверки и обязательного заполнения паспортных данных.Поэтому создадим эти атрибуты необязательными.",217,26,54.25,"[ 0.01278193 -0.02119149 -0.03062827 ... -0.00020155 -0.03461791
 -0.02209866]"
3387.0,"Так как в объектах Системы уже реализована возможность хранения паспортных данных физических лиц, то выполним добавление в состав типа ""Бронь номера"" двух существующих атрибутов.",178,24,44.5,"[ 0.0285719  -0.03672851 -0.04397222 ...  0.01586734 -0.03501754
 -0.01792392]"
3398.0,"Для этого последовательно воспользуемся выбором атрибута из полного списка атрибутов, в режиме поиска найдем требуемые атрибуты образцы и добавим их кнопкой ""Добавить"".Идентификаторы и прочие характеристики атрибутов автоматически заполнятся.",242,28,60.5,"[ 0.03900035 -0.0207459  -0.01474704 ... -0.0267315  -0.02585265
  0.01154156]"
3401.0,Атрибут следует считать подготовленным при успешном завершении настройки текущего атрибута и обязательном сохранение выполненных изменений.,139,15,34.75,"[ 0.03635284 -0.00412476 -0.02563304 ...  0.00339858 -0.03839964
  0.02080747]"
3404.0,"При необходимости расширенные функциональные возможности типа объекта позволяют реализовать оригинальную логику обработки, контроля и заполнения данных.В качестве расширенного функционала типу объекта могут быть сопоставлены:",225,24,56.25,"[ 0.03276467 -0.02118105 -0.03617005 ... -0.0153902  -0.0177251
 -0.00384631]"
3418.0,"Представляют собой перечень алгоритмов, которые срабатывают автоматически при сохранении данных карточки объекта.Обычно выражения по некой логике выполняют автоматическое заполнение атрибутов, которые не заполнены пользователем или должны быть алгоритмически рассчитаны в зависимости от значений других атрибутов.",313,35,78.25,"[ 0.02777658 -0.02252081 -0.05059071 ... -0.01728207 -0.00242931
  0.01534648]"
3420.0,Выражения могут использоваться для подстановки вычисленного алгоритмом значения в конкретный атрибут типа или программно воздействовать на атрибуты текущего объекта.,165,19,41.25,"[ 0.0235178  -0.0226954  -0.03259423 ... -0.01667882 -0.00952847
 -0.03078242]"
3426.0,"Владельцами таких выражений являются родительские типы объектов, но исполняются выражения в контексте текущего типа объекта.",124,15,31.0,"[ 0.00197018 -0.00466741 -0.0448994  ... -0.01496396 -0.01716327
 -0.02624793]"
3428.0,"Из решаемой задачи (ТЗ) следует, что атрибут длительности в перспективе последующей автоматизации должен вычисляться автоматически, опираясь на расчет количества дней между датой заезда и датой выезда.",201,26,50.25,"[ 0.00832796 -0.01022618 -0.04314337 ... -0.01834676 -0.05161228
 -0.00458854]"
3430.0,"Реализовать расчетное действие можно с помощью нового выражения, которое вызывает специализированный алгоритм ""Расчет длительности брони"", вычисляющий разность между датами и программно заполняющий длительность текущего объекта.",228,25,57.0,"[ 0.04238039 -0.03132593 -0.03621951 ... -0.02589697 -0.03570402
 -0.0019845 ]"
3434.0,"В рамках учебной задачи по созданию новых типов объектов новое выражение можно не создавать, так как для его написания предполагается знакомство с алгоритмами.",159,23,39.75,"[ 0.01922395 -0.03338859 -0.0255533  ...  0.0026805  -0.00470065
  0.00608809]"
3436.0,"Поэтому в разделе ""Выражения"" типа ""Бронь номера"" должно остаться единственное выражение, влияющее на заполнение атрибута наименование.Подробнее о выражениях можно прочитать в статье ""Выражения/Автокалькуляции"".",211,23,52.75,"[ 0.03688283 -0.01517495 -0.02073513 ...  0.00384408 -0.01047417
 -0.00101443]"
3446.0,"В рамках учебной задачи (ТЗ) будет полезно создание индекса уникальности номеров, исключающего случайную вставку дубликатов в справочник номеров отеля.Подробнее с индексами можно познакомиться в статье ""Ключи, индексы и ограничения"".",233,29,58.25,"[ 0.01729606 -0.01439726 -0.03228699 ... -0.00353147 -0.00323099
  0.01305487]"
3450.0,"Представляют собой разновидность алгоритмических выражений, предназначенных для принятия решений.В основе проверки лежит алгоритм, возвращающий значение ""Истина"" или ""Ложь"" в зависимости от ситуации с заполнением атрибутов на карточке объекта.",243,28,60.75,"[ 0.01734434 -0.02537211 -0.0493319  ... -0.00618779  0.00017069
 -0.00370652]"
3454.0,"Если список проверок типа объекта не пуст, то при сохранении данных карточки объекта автоматически выполняются все проверки.Если какая-либо проверка не пройдена, то Система блокирует сохранение данных и извещает пользователя об ошибке валидации входных данных.",260,34,65.0,"[ 0.01615257 -0.03818047 -0.04400343 ... -0.01938029 -0.01609676
  0.012429  ]"
3456.0,"В рамках учебной задачи (ТЗ) в перспективе последующей автоматизации может быть создана проверка ситуации ошибочной хронологии (например, ""Дата заезда"" оказалась позже ""Даты выезда"").",183,23,45.75,"[ 0.00878316 -0.01960374 -0.03532459 ... -0.04002457 -0.02306048
 -0.03538948]"
3458.0,"Проверка может быть названа ""Проверка даты выезда (бронь)"" и возвращать ""Истина"", если хронология атрибутов не нарушена, или ""Ложь"" - в противном случае.",153,22,38.25,"[ 0.03415357 -0.01594965 -0.0606429  ... -0.0192552  -0.0214344
 -0.0180695 ]"
3464.0,"В рамках учебной задачи по созданию новых типов объектов проверку можно не создавать, так как для ее реализации предполагается знакомство с алгоритмами.Поэтому в разделе ""Проверки"" типа ""Бронь номера"" может не быть никаких проверок.Подробнее о проверках можно узнать в статье ""Проверки для объектов"".",300,42,75.0,"[ 0.0220433  -0.04094955 -0.02476219 ... -0.00276713  0.01133218
  0.00841065]"
3470.0,Разделяются на основные (увеличивает атрибутивный состав расширяемого типа) и потенциальные (происходят по запросу пользователя).,129,14,32.25,"[ 0.03243298 -0.01166601 -0.02689303 ...  0.01520154 -0.00542526
 -0.00824985]"
3472.0,"Применяется в случае включения в состав карточки объекта атрибутов, относящихся к объектам других типов.Подробнее о расширениях можно узнать в статье ""Расширения"".",163,21,40.75,"[ 0.02131806 -0.01792485 -0.0444212  ... -0.01458965 -0.00704153
 -0.00040748]"
3476.0,"В разделе ""События"" типу объекта могут быть назначены алгоритмы, срабатывающие до и после сохранения карточки объекта типа.",123,17,30.75,"[ 0.02068506 -0.03092414 -0.03103586 ... -0.03333575 -0.01076782
 -0.00445845]"
3478.0,"Алгоритм, сопоставленный событию ""До сохранения"" получит доступ и сможет обработать исходные данные карточки (до их правки).",124,16,31.0,"[ 0.03724096 -0.03927765 -0.04107339 ...  0.0038632  -0.02581603
  0.00370746]"
3480.0,"Алгоритм, сопоставленный событию ""После сохранения"" получит доступ именно к уже исправленным и сохраненным данным карточки.",123,15,30.75,"[ 0.0364891  -0.03615639 -0.02622288 ...  0.01300368 -0.03588108
  0.00766643]"
3487.0,После настройки всех атрибутов и успешного сохранения изменений становится возможной последующая работа с реестром данных и настройка режима доступа.,149,19,37.25,"[ 0.0437603  -0.02649291 -0.00822286 ... -0.01755598 -0.01501643
  0.03369236]"
3493.0,"Первичное заполнение данных в реестре спроектированного типа объекта можно посмотреть в статье ""Работа с реестром объектов"".",124,16,31.0,"[ 0.03425706 -0.00592699 -0.00645595 ... -0.00781066 -0.01174228
  0.01880173]"
3498.0,"Появление в Системе новых типов объектов позволяет не только создавать экземпляры объектов и вносить их в реестр, но и развивать бизнес-логику Системы, приспосабливая ее под актуальные потребности бизнеса.",205,28,51.25,"[ 0.01721636 -0.04726486 -0.03822771 ...  0.00256201 -0.0239404
 -0.01927562]"
3500.0,"Расширенные настройки объектов не заменяют необходимость последующей разработки бизнес-процессов, но могут выполнять множество проверок, функций контроля и прочих рутинных действий.",181,20,45.25,"[ 0.00601269 -0.02733257 -0.04637207 ... -0.00738326  0.00196498
  0.00030244]"
3502.0,Визуал любого объекта Системы (в том числе карточки заполнения нового типа объекта) может быть настроен под потребности заказчика.,130,18,32.5,"[ 0.02112057 -0.01833743 -0.04223717 ... -0.0246692  -0.02923727
 -0.00711869]"
3506.0,"Атрибут типа объекта — это именованная характеристика, являющаяся некоторым свойством объекта.Атрибуты используются для идентификации, классификации, выражения количественной характеристики или состояния объекта.",212,21,53.0,"[ 0.02489075 -0.01785426 -0.02014332 ... -0.02076875 -0.03501613
 -0.00812209]"
3516.0,"После первого сохранения типа объекта или в случае просмотра его карточки, в списке атрибутов можно отобразить только собственные атрибуты типа объекта.Чтобы увидеть все атрибуты типа, необходимо выбрать признак ""Показать атрибуты родительского типа"".",251,32,62.75,"[ 0.02290238 -0.02854772 -0.014011   ... -0.03414231 -0.02200297
  0.00316796]"
